"TABLE_NAME","INDEX_NAME","COLUMN_NAME","UNIQUENESS","CONSTRAINT_TYPE"
"ARCHIVE_REF_PLANT_DICT_2010","RPD2_COMMON_NAME_I","COMMON_NAME","NONUNIQUE",NA
"TREE_GRM_MIDPT","TRE_GRM_MIDPT_IND1","PLT_CN","NONUNIQUE",NA
"SUBP_COND","SCD_UK","SUBP","UNIQUE","U"
"SEEDLING","SDL_NAT_I","UNITCD","NONUNIQUE",NA
"POP_EVAL_TYP","PET_PK","CN","UNIQUE","P"
"SURVEY","SRV_UK","STATECD","UNIQUE","U"
"REF_TREE_STND_DEAD_CR_PROP","REFTSDCP_UK","ECOPROV","UNIQUE","U"
"DWM_COARSE_WOODY_DEBRIS","DCW_UK","TRANSECT","UNIQUE","U"
"LICHEN_PLOT_SUMMARY","LPS_UK","PLT_CN","UNIQUE","U"
"REF_SPCD_LOOKUP_SRS","REFSPLKUPSRS_UK","SPECIES_GROUP","UNIQUE","U"
"PLOT_REGEN","PLTREGEN_PK","CN","UNIQUE","P"
"VEG_QUADRAT","VQT_UK","VSB_CN","UNIQUE","U"
"TAXA_COMMON_NAME","TXCN_STATE_COUNTY_I","COUNTYCD","NONUNIQUE",NA
